auc_eeg,auc_inflam,auc_clinical,auc_multimodal,improvement_vs_eeg,improvement_vs_inflam,improvement_vs_clinical
0.44546332046332054,0.4680930930930931,0.5123873873873874,0.47812097812097815,7.331166486096049,2.142284339557799,-6.687598116169548
